name,emotion
Добряк,positive
Довгоочікуваний,positive
Емоційний,positive
Захоплюючий,positive
Класна,positive
Крутий,positive
Невиправданий,negative
Нерезультативний,negative
Нудна,negative
Обісратись,negative
Одноманітна,neutral
Олімп,neutral
Переоцінений,negative
Прекрасний,positive
Простий,positive
Рідна,positive
Смішний,positive
Трудяга,neutral
Цікава,positive
Цікавий,positive
Швидкий,neutral
Швидкоплинний,neutral
